ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Dehumidifier Type,Alternate Configuration Type,Dehumidifier Efficiency (Integrated Energy Factor - L/kWh),Dehumidifier Water Removal Capacity (pints/day),Whole-home Dehumidifier Case Volume (cu. ft.),Annual Energy Consumption (kWh/year),Refrigerant Type,Refrigerant with GWP,Refrigerant Charge (ounces),Connected Capable,Connects Using,Connected Features,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2340949,"Aterian Group, Inc.",hOme,Dehumidifiers,HME020006,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,"United States, Canada",ES_1139044_HME020006_07092019070632_5992215,No
2340947,"Aterian Group, Inc.",hOme,Dehumidifiers,HME020030,,,Portable Dehumidifier,,1.57,22.06,,,,,,,,,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,"United States, Canada",ES_1139044_HME020030_07092019070612_5972249,No
2340950,"Aterian Group, Inc.",hOme,Dehumidifiers,HME020031,,,Portable Dehumidifier,,1.8,50,,,,,,,,,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,"United States, Canada",ES_1139044_HME020031_07092019070641_6001665,No
3892972,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME0088,,810049721794,Portable Dehumidifier,,1.75,24.48,,291,R32,,3.7,Yes,Wi-Fi,,01/12/2025 12:00:00 AM,01/06/2025 12:00:00 AM,"United States, Canada",ES_1139044_HME0088_010720250539665_1439298,No
3892973,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME0089,,810049721800,Portable Dehumidifier,,2.01,32.46,,343,R32,,3.9,Yes,Wi-Fi,,01/12/2025 12:00:00 AM,01/06/2025 12:00:00 AM,"United States, Canada",ES_1139044_HME0089_010720250539319_6141634,No
2366137,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME020006N,,853893007058,Portable Dehumidifier,,1.9,35.02,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME020006N_01232017085929_1969139,No
2366084,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME020030N,,853893007096,Portable Dehumidifier,,1.7,22.04,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME020030N_04212017111348_3228780,No
2366139,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME020031N,,853893007102,Portable Dehumidifier,,1.9,49.93,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME020031N_04212017111413_3253714,No
2366140,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME020391N,,810049720285,Portable Dehumidifier,,1.9,49.93,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME020391N_09232020043542_5742840,No
2406315,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME021001N,,810049721527,Portable Dehumidifier,,1.7,22.31,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME021001N_122620220516998_9190985,No
2406316,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME021002N,,810049721534,Portable Dehumidifier,,1.9,35.5,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME021002N_122620220517426_3615513,No
2406318,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME021003N,,810049721541,Portable Dehumidifier,,1.9,49.66,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME021003N_122620220517436_4746626,No
2406317,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME021004N,,810049721558,Portable Dehumidifier,,1.9,49.66,,,,,,,,,05/23/2023 12:00:00 AM,06/09/2023 12:00:00 AM,United States,ES_1139044_HME021004N_122620220517243_5046757,No
2508295,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME021005N,,810049721565,Portable Dehumidifier,,1.9,40.97,,,,,,,,,06/01/2023 12:00:00 AM,06/14/2023 12:00:00 AM,United States,ES_1139044_HME021005N_061420230224184_7819787,No
2508294,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME021006N,,810049721572,Portable Dehumidifier,,1.9,49.94,,,,,,,,,06/01/2023 12:00:00 AM,06/14/2023 12:00:00 AM,United States,ES_1139044_HME021006N_061420230224130_7073634,No
3417658,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME1001,,810049721718,Portable Dehumidifier,,1.7,22.31,,,,,,,,,02/21/2024 12:00:00 AM,02/29/2024 12:00:00 AM,"United States, Canada",ES_1139044_HME1001_030120240118178_4656232,No
3417660,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME1003,,810049721695,Portable Dehumidifier,,1.9,49.66,,,,,,,,,02/21/2024 12:00:00 AM,02/29/2024 12:00:00 AM,"United States, Canada",ES_1139044_HME1003_030120240118279_6282728,No
3417659,"Aterian Group, Inc.",hOmeLabs,Dehumidifiers,HME1004,,810049721701,Portable Dehumidifier,,1.9,49.66,,,,,,,,,02/21/2024 12:00:00 AM,02/29/2024 12:00:00 AM,"United States, Canada",ES_1139044_HME1004_030120240118366_7440767,No
2375171,"Aterian Group, Inc.",Pohl + Schmitt,Dehumidifiers,POL010610N,,860006024109,Portable Dehumidifier,,1.7,20.04,,,,,,,,,03/15/2021 12:00:00 AM,03/17/2021 12:00:00 AM,United States,ES_1139044_POL010610N_03152021003795_6572905,No
2375172,"Aterian Group, Inc.",Pohl + Schmitt,Dehumidifiers,POL010611N,,860006024116,Portable Dehumidifier,,1.9,35.08,,,,,,,,,03/15/2021 12:00:00 AM,03/17/2021 12:00:00 AM,United States,ES_1139044_POL010611N_031520210036804_8181123,No
2375173,"Aterian Group, Inc.",Pohl + Schmitt,Dehumidifiers,POL010612N,,860006024123,Portable Dehumidifier,,1.95,49.58,,,,,,,,,03/15/2021 12:00:00 AM,03/17/2021 12:00:00 AM,United States,ES_1139044_POL010612N_031520210034868_6599020,No
2375174,"Aterian Group, Inc.",Pohl + Schmitt,Dehumidifiers,POL010613N,,860006024130,Portable Dehumidifier,,1.95,49.58,,,,,,,,,03/15/2021 12:00:00 AM,03/17/2021 12:00:00 AM,United States,ES_1139044_POL010613N_031520210033682_5470978,No
2340951,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010184,,,Portable Dehumidifier,,1.8,50,,,,,,,,,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,"United States, Canada",ES_1139044_VRM010184_07092019070651_6011203,No
2366141,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010184N,,855601006032,Portable Dehumidifier,,1.9,49.93,,,,,,,,,05/23/2023 12:00:00 AM,06/01/2023 12:00:00 AM,United States,ES_1139044_VRM010184N_09252018035225_7545461,No
2352003,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010369,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,12/24/2019 12:00:00 AM,12/27/2019 12:00:00 AM,"United States, Canada",ES_1139044_VRM010369_12272019024301_4581398,No
2366138,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010369N,,855601006452,Portable Dehumidifier,,1.9,35.02,,,,,,,,,05/23/2023 12:00:00 AM,06/01/2023 12:00:00 AM,United States,ES_1139044_VRM010369N_09232020034242_2562486,No
2366142,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010480N,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/17/2020 12:00:00 AM,09/22/2020 12:00:00 AM,"United States, Canada",ES_1139044_VRM010480N_09232020044114_6074770,No
2340948,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010637,,,Portable Dehumidifier,,1.57,22.06,,,,,,,,,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,"United States, Canada",ES_1139044_VRM010637_07092019070622_5982222,No
2366083,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM010637N,,855601006049,Portable Dehumidifier,,1.7,22.04,,,,,,,,,05/23/2023 12:00:00 AM,06/01/2023 12:00:00 AM,United States,ES_1139044_VRM010637N_09252018034739_7259947,No
2406596,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM012001N,,860009468405,Portable Dehumidifier,,1.7,22.31,,,,,,,,,05/23/2023 12:00:00 AM,06/05/2023 12:00:00 AM,United States,ES_1139044_VRM012001N_011020230338246_3410359,No
2406597,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM012002N,,860009468412,Portable Dehumidifier,,1.9,35.5,,,,,,,,,05/23/2023 12:00:00 AM,06/05/2023 12:00:00 AM,United States,ES_1139044_VRM012002N_011020230338142_9079255,No
2406598,"Aterian Group, Inc.",Vremi,Dehumidifiers,VRM012003N,,860009468429,Portable Dehumidifier,,1.9,49.66,,,,,,,,,05/23/2023 12:00:00 AM,06/05/2023 12:00:00 AM,United States,ES_1139044_VRM012003N_011020230338122_1968109,No
2349400,"Best Buy Purchasing, LLC",Insignia,Dehumidifiers,NS-DH20WH1-C,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,09/10/2020 12:00:00 AM,11/12/2020 12:00:00 AM,Canada,ES_1059185_NS-DH20WH1-C_11042019095438_1278079,No
2349255,"Best Buy Purchasing, LLC",Insignia,Dehumidifiers,NS-DH35WH1,,600603257766,Portable Dehumidifier,,1.9,30.1,,,,,,,,,11/16/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Canada",ES_1059185_NS-DH35WH1_11012019032723_8843016,No
2349401,"Best Buy Purchasing, LLC",Insignia,Dehumidifiers,NS-DH35WH1-C,,600603258763,Portable Dehumidifier,,1.9,30.1,,,,,,,,,11/16/2022 12:00:00 AM,11/21/2022 12:00:00 AM,Canada,ES_1059185_NS-DH35WH1-C_11052019063951_5991181,No
2349256,"Best Buy Purchasing, LLC",Insignia,Dehumidifiers,NS-DH50WH1,,600603257773,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/16/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Canada",ES_1059185_NS-DH50WH1_11012019033011_9011198,No
2349402,"Best Buy Purchasing, LLC",Insignia,Dehumidifiers,NS-DHP50WH1-C,,600603258770,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/16/2022 12:00:00 AM,11/21/2022 12:00:00 AM,Canada,ES_1059185_NS-DHP50WH1-C_11052019070213_7333813,No
2349562,Breeze33 Products LLC.,Breeze33,Dehumidifiers,BZ3335DEH1,,819030029987,Portable Dehumidifier,,1.9,35.5,,,,,,,,,11/21/2024 12:00:00 AM,11/26/2024 12:00:00 AM,United States,ES_1143317_BZ3335DEH1_11082019042334_7014091,No
2349563,Breeze33 Products LLC.,Breeze33,Dehumidifiers,BZ3350DEH1,,819030029970,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/21/2024 12:00:00 AM,11/26/2024 12:00:00 AM,United States,ES_1143317_BZ3350DEH1_11082019042807_7287432,No
2376707,Bryant Heating and Cooling Systems (Carrier Corporation),CARRIER CORPORATION,DEHXXCDA1080*,DEHXXCDA1080*,",,* - refrigerant and pallet quantities",,Whole-home Dehumidifier,,2.35,65,3.3,,,,,,,,04/15/2021 12:00:00 AM,05/03/2021 12:00:00 AM,United States,ES_1020846_DEHXXCDA1080-A04_041320210919864_7291769,Yes
2376708,Bryant Heating and Cooling Systems (Carrier Corporation),CARRIER CORPORATION,DEHXXCDA1100*,DEHXXCDA1100*,",,* - refrigerant and pallet quantities",,Whole-home Dehumidifier,,2.35,85,3.3,,,,,,,,04/15/2021 12:00:00 AM,05/03/2021 12:00:00 AM,United States,ES_1020846_DEHXXCDA1100-A04_041320210858841_8856024,Yes
2397440,BUBLUE LLC,BUBLUE,OL50D-D024D,OL50D-D024D,,616943024791,Portable Dehumidifier,,1.92,39.6,,,,,,,,,06/24/2022 12:00:00 AM,06/14/2022 12:00:00 AM,"United States, Canada",ES_1147686_OL50D-D024D_06142022115522_80128292,No
2354955,C&A Marketing,Ivation,Dehumidifiers,IVADH50PW,,840102157154,Portable Dehumidifier,,1.9,49.96,,,,,,,,,01/10/2020 12:00:00 AM,01/30/2024 12:00:00 AM,United States,ES_1136389_IVADH50PW_02192020035708_4628140,No
2352591,C&A Marketing,Ivation,Dehumidifiers,IVADH50PWP2,,840102194456,Portable Dehumidifier,,1.9,49.96,,,,,,,,,01/10/2020 12:00:00 AM,01/30/2024 12:00:00 AM,United States,ES_1136389_IVADH50PWP2_01072020052247_4567354,No
2352592,C&A Marketing,Ivation,Dehumidifiers,IVADUWIFI50,,843812128100,Portable Dehumidifier,,1.9,49.96,,,,,,,,,01/10/2020 12:00:00 AM,01/30/2024 12:00:00 AM,United States,ES_1136389_IVADUWIFI50_01072020052302_4582702,No
2352593,C&A Marketing,Ivation,Dehumidifiers,IVADUWIFI50WP,,843812128032,Portable Dehumidifier,,1.9,49.96,,,,,,,,,01/10/2020 12:00:00 AM,01/30/2024 12:00:00 AM,United States,ES_1136389_IVADUWIFI50WP_01072020052255_4575266,No
2378405,C&A Marketing,Ivation,IVAESDH20,IVAESDH20,,,Portable Dehumidifier,,1.57,20.11,,,,,,,,,05/10/2021 12:00:00 AM,12/23/2019 12:00:00 AM,"United States, Canada",ES_1136389_IVAESDH20_05172021093018_80083530,No
2378408,C&A Marketing,Ivation,IVAESDH35,IVAESDH35,,,Portable Dehumidifier,,1.8,35.08,,,,,,,,,05/10/2021 12:00:00 AM,01/19/2021 12:00:00 AM,"United States, Canada",ES_1136389_IVAESDH35_05172021093018_80083530,No
2378406,C&A Marketing,Ivation,IVAESDH50,IVAESDH50,,,Portable Dehumidifier,,1.8,49.75,,,,,,,,,05/10/2021 12:00:00 AM,05/29/2020 12:00:00 AM,"United States, Canada",ES_1136389_IVAESDH50_05172021093018_80083530,No
2378407,C&A Marketing,Ivation,IVAESDH50WP,IVAESDH50WP,,,Portable Dehumidifier,,1.8,49.88,,,,,,,,,05/10/2021 12:00:00 AM,06/08/2020 12:00:00 AM,"United States, Canada",ES_1136389_IVAESDH50WP_05172021093018_80083530,No
2389979,C&A Marketing,Ivation,Dehumidifiers,IVAMDH20,,843812165426,Portable Dehumidifier,,1.7,22.04,,,,,,,,,12/22/2021 12:00:00 AM,01/03/2022 12:00:00 AM,"United States, Canada",ES_1136389_IVAMDH20_010220221921725_8903381,No
2389980,C&A Marketing,Ivation,Dehumidifiers,IVAMDH35,,843812165457,Portable Dehumidifier,,1.9,35.02,,,,,,,,,12/22/2021 12:00:00 AM,01/03/2022 12:00:00 AM,"United States, Canada",ES_1136389_IVAMDH35_010220221925799_3551081,No
2389981,C&A Marketing,Ivation,Dehumidifiers,IVAMDH50,,843812165464,Portable Dehumidifier,,1.9,49.93,,,,,,,,,12/22/2021 12:00:00 AM,01/03/2022 12:00:00 AM,"United States, Canada",ES_1136389_IVAMDH50_010220221925589_1195194,No
2389982,C&A Marketing,Ivation,Dehumidifiers,IVAMDH50P,,843812165471,Portable Dehumidifier,,1.9,49.93,,,,,,,,,12/22/2021 12:00:00 AM,01/03/2022 12:00:00 AM,"United States, Canada",ES_1136389_IVAMDH50P_010220221926438_9668697,No
2368776,Canadian Tire,For living,Dehumidifiers,043-0748-0,,687636003164,Portable Dehumidifier,,1.9,30.1,,,,,,,,,11/03/2022 12:00:00 AM,11/07/2022 12:00:00 AM,Canada,ES_1025242_043-0748-0_10282020032845_5725711,No
2339421,Canadian Tire,For living,Dehumidifier,043-7334-2,,,Portable Dehumidifier,,1.8,30.37,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1025242_043-7334-2_11082018090539_7939667,No
2740391,Canadian Tire,For living,Dehumidifiers,143-0082-4,,687636008084,Portable Dehumidifier,,1.7,22.27,,,,,,,,,11/15/2023 12:00:00 AM,11/21/2023 12:00:00 AM,Canada,ES_1025242_143-0082-4_112120230350888_2720400,No
2740392,Canadian Tire,For living,Dehumidifiers,143-0083-2,,687636008091,Portable Dehumidifier,,1.8,35.27,,,,,,,,,09/29/2024 12:00:00 AM,10/11/2024 12:00:00 AM,Canada,ES_1025242_143-0083-2_112120230350819_6966591,No
3701888,Canadian Tire,For living,Dehumidifiers,143-1300-0,,687636010421,Portable Dehumidifier,,1.8,49.71,,,,,,,,,09/29/2024 12:00:00 AM,10/11/2024 12:00:00 AM,Canada,ES_1025242_143-1300-0_101120240629822_8264318,No
2370272,Canadian Tire,Noma,Dehumidifier,043-0752-8,,,Portable Dehumidifier,,1.9,35.47,,,,,,,,,11/25/2020 12:00:00 AM,11/26/2020 12:00:00 AM,Canada,ES_1025242_043-0752-8_11262020100334_5014949,No
2370273,Canadian Tire,Noma,Dehumidifier,043-0753-6,,,Portable Dehumidifier,,1.9,42.86,,,,,,,,,11/25/2020 12:00:00 AM,11/26/2020 12:00:00 AM,Canada,ES_1025242_043-0753-6_11272020033113_7873934,No
2370274,Canadian Tire,Noma,Dehumidifier,043-0754-4,,,Portable Dehumidifier,,1.9,49.6,,,,,,,,,11/25/2020 12:00:00 AM,11/26/2020 12:00:00 AM,Canada,ES_1025242_043-0754-4_11272020034541_8741249,No
2370275,Canadian Tire,Noma,Dehumidifiers,043-0755-2,,819130028651,Portable Dehumidifier,,1.8,49.65,,,,,,,,,09/12/2024 12:00:00 AM,09/19/2024 12:00:00 AM,Canada,ES_1025242_043-0755-2_11272020034551_8751563,No
2401724,Canadian Tire,Noma,Dehumidifiers,043-8818-6,",,Brand: NOMA",810088361999,Portable Dehumidifier,,1.8,34.92,,,,,,,,,10/28/2024 12:00:00 AM,10/29/2024 12:00:00 AM,Canada,ES_1025242_043-8818-6_092020220311109_5994923,No
2683971,Canadian Tire,Noma,Dehumidifiers,043-8849-2,,810088365195,Portable Dehumidifier,,1.8,49.65,,,,,,,,,09/12/2024 12:00:00 AM,09/19/2024 12:00:00 AM,Canada,ES_1025242_043-8849-2_101820230322374_7779030,No
2401352,Canadian Tire,Noma iQ,Dehumidifiers,043-8820-8,,810088362019,Portable Dehumidifier,,1.8,49.65,,,,,,,,,09/12/2024 12:00:00 AM,09/19/2024 12:00:00 AM,Canada,ES_1025242_043-8820-8_091220220235968_6566038,No
2684096,Canadian Tire,Noma iQ,Dehumidifiers,043-8847-6,",,Brand: NOMA IQ",810088365188,Portable Dehumidifier,,1.8,34.92,,,,,,,,,10/28/2024 12:00:00 AM,10/29/2024 12:00:00 AM,Canada,ES_1025242_043-8847-6_102520230835551_9764195,No
3531199,"Changsha Fengmaoying Technology Co., Ltd.",DENBIG,D025P-35Pt3,D025P-35Pt3,,602835871000;671891884620;741365523703,Portable Dehumidifier,,1.91,35.57,,,,,,,,,05/07/2024 12:00:00 AM,05/13/2024 12:00:00 AM,United States,ES_1149113_D025P-35Pt3_05092024095401_5339166,No
3531200,"Changsha Fengmaoying Technology Co., Ltd.",DENBIG,D026P-50Pt3-P,D026P-50Pt3-P,,602835871017;671891884637;741365523710,Portable Dehumidifier,,1.9,49.72,,,,,,,,,05/07/2024 12:00:00 AM,05/13/2024 12:00:00 AM,United States,ES_1149113_D026P-50Pt3-P_05092024110752_7285730,No
2339402,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-22AEN1-BA6,,,Portable Dehumidifier,,1.57,22.06,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-22AEN1-BA6_06062019051225_7945142,No
2362013,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-22AEN1-BA7,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-22AEN1-BA7_06242020062539_9939169,No
2402927,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-22AEN8-BA7,,,Portable Dehumidifier,,1.7,22.31,,,,,,,,,01/29/2024 12:00:00 AM,01/31/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-22AEN8-BA7_101220220624862_9137954,No
2339404,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-25AEN1-BA8,,,Portable Dehumidifier,,1.8,25.3,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-25AEN1-BA8_06062019051526_8126951,No
2339405,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-30AEN1-BA8,,,Portable Dehumidifier,,1.8,30.1,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-30AEN1-BA8_06062019051649_8209573,No
2363797,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-30AEN1-BA9,,,Portable Dehumidifier,,1.9,30.04,,,,,,,,,07/24/2020 12:00:00 AM,07/28/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-30AEN1-BA9_07292020030605_1965548,No
2402928,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-30AEN8-BA9,,,Portable Dehumidifier,,1.9,30.1,,,,,,,,,03/08/2024 12:00:00 AM,03/11/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-30AEN8-BA9_101220220649679_3288271,No
2339414,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-35AEN1-BA8,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-35AEN1-BA8_06062019062355_2235218,No
2362265,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-35AEN1-BA9,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-35AEN1-BA9_06302020030655_6415015,No
2402929,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-35AEN8-BA9,,,Portable Dehumidifier,,1.9,35.5,,,,,,,,,01/29/2024 12:00:00 AM,02/05/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-35AEN8-BA9_101220220700237_2909076,No
2339408,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-40AEN1-BA8,,,Portable Dehumidifier,,1.8,40.15,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-40AEN1-BA8_06062019053409_9249124,No
2362266,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-40AEN1-BA9,,,Portable Dehumidifier,,1.9,40.24,,,,,,,,,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-40AEN1-BA9_06302020032046_7246106,No
2402930,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-40AEN8-BA9,,,Portable Dehumidifier,,1.9,40.1,,,,,,,,,03/08/2024 12:00:00 AM,03/11/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-40AEN8-BA9_101220220713246_8519003,No
2339409,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-50AEN1-BA8,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN1-BA8_06062019054121_9681399,No
2339410,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUDP-50AEN1-BA8B,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN1-BA8B_06062019054055_9655722,No
2364135,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-50AEN1-BA9,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,08/05/2020 12:00:00 AM,08/07/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN1-BA9_08072020033140_1100409,No
2364136,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-50AEN1-BA9B,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,08/05/2020 12:00:00 AM,08/07/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN1-BA9B_08072020033028_1028764,No
2364137,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-50AEN1-BA9BN,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,08/05/2020 12:00:00 AM,08/07/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN1-BA9BN_08072020032844_0924271,No
2364138,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-50AEN1-BA9N,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,08/05/2020 12:00:00 AM,08/07/2020 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN1-BA9N_08072020033432_1272738,No
2402931,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-50AEN8-BA9,,,Portable Dehumidifier,,1.9,49.66,,,,,,,,,01/29/2024 12:00:00 AM,01/31/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN8-BA9_101220220723624_9224058,No
2402932,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDP-50AEN8-BA9B,,,Portable Dehumidifier,,1.9,49.66,,,,,,,,,01/29/2024 12:00:00 AM,01/31/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDP-50AEN8-BA9B_101220220723842_7551206,No
2650047,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MDUDPA-35AEN8-BA9,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,03/08/2024 12:00:00 AM,03/11/2024 12:00:00 AM,"United States, Canada",ES_1138537_MDUDPA-35AEN8-BA9_090820230231340_9972227,No
2339400,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDUK-20AEN1-BA6,,,Portable Dehumidifier,,1.57,20.11,,,,,,,,,06/01/2019 12:00:00 AM,06/06/2019 12:00:00 AM,"United States, Canada",ES_1138537_MDUK-20AEN1-BA6_06062019034037_2437936,No
